sku,source,observations,total_quantity,total_revenue,reference_price,average_unit_price,price_cv,baseline_volume,segment
22631,local_public_csv,169,1322.0,2639.200000000001,1.95,1.9963691376701975,0.43637683679387024,7.822485207100592,staples
22661,local_public_csv,142,2002.0,1603.15,0.85,0.8007742257742259,0.30267143120984324,14.098591549295774,staples
21731,local_public_csv,349,5402.0,9229.270000000015,1.65,1.7084912995186996,0.6396363769383301,15.478510028653295,staples
22900,local_public_csv,267,2586.0,7526.54,2.95,2.910494972931168,0.35899903894770185,9.685393258426966,premium
21913,local_public_csv,67,185.0,727.5300000000001,3.75,3.9325945945945953,0.41763743368406,2.7611940298507465,premium
22540,local_public_csv,40,1519.0,598.59,0.42,0.3940684660961159,0.4072594514200684,37.975,staples
22544,local_public_csv,64,2059.0,833.5600000000003,0.42,0.4048372996600293,0.47136165406350705,32.171875,staples
22492,local_public_csv,148,11293.0,7013.239999999988,0.65,0.6210254139732567,0.5022148183016931,76.30405405405405,staples
POST,local_public_csv,391,1168.0,33215.700000000004,18.0,28.4380993150685,22.85288516989374,2.9872122762148337,premium
22086,local_public_csv,200,2606.0,9735.3,2.95,3.735725249424405,0.445779549852766,13.03,premium
20679,local_public_csv,130,667.0,3851.539999999997,5.95,5.774422788605692,0.4323341741271351,5.130769230769231,premium
37370,local_public_csv,150,2476.0,3720.46,1.25,1.5026090468497577,5.460299361756642,16.506666666666668,staples
21871,local_public_csv,160,1497.0,1923.519999999999,1.25,1.284916499665998,0.7055888250248865,9.35625,staples
21071,local_public_csv,122,664.0,893.6700000000002,1.25,1.3458885542168677,0.49769704307038004,5.442622950819672,private_label
21068,local_public_csv,102,747.0,934.2100000000004,1.25,1.2506157965194116,0.49044810462421873,7.323529411764706,staples
82483,local_public_csv,208,945.0,5601.789999999992,5.95,5.927820105820097,0.2507399226333897,4.543269230769231,premium
82486,local_public_csv,258,885.0,7345.789999999985,8.95,8.300327683615803,0.23297161076778725,3.4302325581395348,premium
82482,local_public_csv,465,3328.0,8346.410000000027,2.55,2.5079356971153928,0.40313106338587035,7.156989247311828,mainstream
82494L,local_public_csv,343,2511.0,7363.129999999976,2.95,2.932349661489437,0.4990105544329941,7.320699708454811,premium
21258,local_public_csv,82,319.0,4666.069999999997,12.75,14.627178683385571,0.5043089000731737,3.8902439024390243,premium
22114,local_public_csv,103,1223.0,8210.070000000003,3.95,6.713058053965661,0.5661049437634937,11.87378640776699,premium
21733,local_public_csv,338,3575.0,10418.170000000016,2.95,2.914173426573431,0.2707841155994203,10.576923076923077,premium
22386,local_public_csv,473,6928.0,13392.279999999935,2.08,1.9330658198614226,0.5260343629063432,14.64693446088795,staples
85099C,local_public_csv,421,6007.0,11862.529999999972,2.08,1.9747844181787866,0.5007418819536474,14.268408551068884,staples
21033,local_public_csv,177,1074.0,2767.2600000000066,4.13,2.576592178770956,0.273666903890299,6.067796610169491,premium
20723,local_public_csv,276,3658.0,4496.760000000002,0.85,1.2292946965554954,0.7034005849281859,13.253623188405797,staples
84997B,local_public_csv,180,2423.0,8925.62000000001,4.15,3.6837061494015724,0.22847690245348842,13.46111111111111,premium
84997C,local_public_csv,151,1636.0,6077.5400000000045,3.75,3.7148777506112496,0.2189103684089821,10.834437086092715,premium
21094,local_public_csv,243,4226.0,3244.61,0.85,0.7677733080927591,0.5559029022336135,17.390946502057613,staples
20725,local_public_csv,631,7707.0,13977.57999999998,1.65,1.8136213831581653,0.7216187945761876,12.213946117274167,staples
21559,local_public_csv,260,1768.0,4354.15000000001,2.55,2.462754524886883,0.42049303989736403,6.8,mainstream
22352,local_public_csv,211,1470.0,3653.930000000004,2.55,2.485666666666669,0.45542818431413845,6.966824644549763,mainstream
21212,local_public_csv,634,19593.0,11211.080000000038,0.55,0.5721982340631878,0.7423376492257323,30.90378548895899,staples
21975,local_public_csv,243,4777.0,2369.5799999999995,0.55,0.4960393552438768,0.36169607625131894,19.65843621399177,staples
21977,local_public_csv,420,10490.0,5326.619999999981,0.55,0.5077807435652985,0.869589502904978,24.976190476190474,staples
84991,local_public_csv,418,8868.0,4561.199999999993,0.55,0.5143437077131251,0.5944185544234354,21.215311004784688,staples
84519A,local_public_csv,32,287.0,583.4399999999999,3.29,2.0328919860627175,0.5409863987864835,8.96875,premium
85183B,local_public_csv,28,334.0,468.44999999999993,2.5,1.4025449101796406,1.0412351672265914,11.928571428571429,mainstream
85071B,local_public_csv,26,254.0,180.66000000000003,0.85,0.7112598425196851,1.5423265265282013,9.76923076923077,staples
21931,local_public_csv,477,5403.0,12076.03999999995,2.08,2.235062002591144,0.5222467056854067,11.327044025157234,staples
21929,local_public_csv,340,5221.0,11237.559999999969,2.08,2.152376939283656,0.5572018620195761,15.355882352941176,staples
22961,local_public_csv,516,6907.0,10611.42999999996,1.45,1.5363298103373333,0.5174310565161921,13.385658914728682,staples
22139,local_public_csv,293,1336.0,6611.840000000001,4.95,4.948982035928145,0.39271844347476054,4.559726962457338,premium
22411,local_public_csv,479,4739.0,10904.709999999983,2.08,2.301057185060136,0.5027484653179126,9.893528183716075,staples
82567,local_public_csv,100,233.0,495.72999999999996,2.1,2.127596566523605,0.4160871480101603,2.33,seasonal
21672,local_public_csv,179,2504.0,3203.3700000000013,1.25,1.2793011182108631,0.4901949765235205,13.988826815642458,staples
22774,local_public_csv,71,1283.0,1578.18,1.25,1.230070148090413,0.4512242914979751,18.070422535211268,staples
22771,local_public_csv,207,3170.0,4294.000000000001,1.25,1.354574132492114,0.4329510855613362,15.31400966183575,staples
71270,local_public_csv,16,98.0,128.6,1.25,1.3122448979591836,0.45247651872776773,6.125,staples
22262,local_public_csv,105,756.0,698.5499999999997,0.85,0.9240079365079361,0.41995961215586136,7.2,staples
22637,local_public_csv,168,812.0,2385.9999999999995,2.55,2.9384236453201966,0.5145400427499599,4.833333333333333,mainstream
21934,local_public_csv,154,770.0,1631.649999999999,1.66,2.1190259740259725,0.5222955914431711,5.0,private_label
21169,local_public_csv,198,1693.0,2813.7300000000055,1.69,1.6619787359716511,0.625143773377821,8.55050505050505,staples
21166,local_public_csv,373,3913.0,7611.439999999992,2.08,1.945167390748784,0.37603207706941005,10.490616621983914,staples
21175,local_public_csv,336,6623.0,13364.140000000029,2.55,2.0178378378378423,0.2958342954675206,19.711309523809526,mainstream
37444A,local_public_csv,18,52.0,65.96000000000001,0.39,1.2684615384615385,5.778713321314521,2.888888888888889,private_label
37444C,local_public_csv,11,23.0,43.05000000000001,0.39,1.871739130434783,5.3975626136847366,2.090909090909091,private_label
22083,local_public_csv,259,2019.0,6306.549999999992,2.95,3.1236007924715166,0.5035178229342044,7.795366795366795,premium
84971S,local_public_csv,87,950.0,858.3799999999993,0.85,0.9035578947368413,0.46336237350253456,10.919540229885058,staples
47580,local_public_csv,70,285.0,843.0099999999998,2.55,2.9579298245614027,0.571347706696584,4.071428571428571,mainstream
22261,local_public_csv,85,523.0,477.6099999999998,0.85,0.9132122370936898,0.40621349512668936,6.152941176470589,staples
84832,local_public_csv,96,757.0,713.6800000000002,0.85,0.9427741083223252,0.4560287952648677,7.885416666666667,staples
22644,local_public_csv,123,895.0,1514.2400000000018,1.45,1.6918882681564267,0.7910237290614105,7.276422764227642,staples
21533,local_public_csv,182,622.0,3147.509999999996,4.95,5.060305466237936,0.33861346661638386,3.4175824175824174,premium
21557,local_public_csv,95,363.0,1096.3500000000006,2.95,3.020247933884299,0.49690573194515053,3.8210526315789473,premium
15056BL,local_public_csv,120,895.0,5147.959999999998,5.95,5.751910614525138,0.3146658326330451,7.458333333333333,premium
15056N,local_public_csv,195,1509.0,8408.05,5.95,5.5719350563286945,0.4006100061338608,7.7384615384615385,premium
22646,local_public_csv,177,1505.0,2424.8200000000047,1.45,1.6111760797342225,0.756433549746643,8.502824858757062,staples
22176,local_public_csv,60,236.0,710.6400000000002,2.95,3.011186440677967,0.27063776887325597,3.933333333333333,premium
22438,local_public_csv,49,308.0,567.81,1.95,1.8435389610389608,0.07702062397507276,6.285714285714286,staples
22778,local_public_csv,74,439.0,1748.7699999999988,3.95,3.9835307517084257,0.5528453235883469,5.9324324324324325,premium
22719,local_public_csv,110,620.0,895.7200000000001,2.46,1.444709677419355,0.24026521551514213,5.636363636363637,mainstream
21523,local_public_csv,219,949.0,7345.479999999983,7.95,7.7402318229715315,0.42532262124637465,4.333333333333333,premium
21912,local_public_csv,155,511.0,2254.080000000001,3.75,4.411115459882585,0.47435282480478336,3.296774193548387,premium
21832,local_public_csv,86,431.0,827.1099999999998,1.65,1.9190487238979113,0.5074961001684857,5.011627906976744,private_label
22379,local_public_csv,328,3005.0,6901.330000000015,2.1,2.296615640599007,0.5928758116135064,9.161585365853659,mainstream
22381,local_public_csv,199,1396.0,3032.730000000002,2.1,2.1724426934097436,0.586141212079507,7.015075376884422,mainstream
22798,local_public_csv,106,592.0,1870.9199999999971,2.95,3.160337837837833,0.4157186782275172,5.584905660377358,premium
22926,local_public_csv,199,597.0,3674.700000000005,5.95,6.155276381909556,0.24292754184901508,3.0,premium
22839,local_public_csv,95,224.0,3561.159999999999,14.95,15.89803571428571,0.45352893239432573,2.357894736842105,premium
22838,local_public_csv,72,422.0,5864.2599999999975,14.95,13.896350710900467,0.3619860213763118,5.861111111111111,premium
22783,local_public_csv,30,188.0,2521.78,16.95,13.41372340425532,0.4251295921841981,6.266666666666667,premium
82484,local_public_csv,289,3081.0,17377.799999999977,7.9,5.640311587147023,0.3195616804182615,10.66089965397924,premium
84755,local_public_csv,286,6975.0,4398.030000000003,0.65,0.6305419354838715,0.28168218442086934,24.388111888111887,staples
22464,local_public_csv,166,1365.0,2410.5000000000014,1.65,1.765934065934067,0.42533733372803156,8.22289156626506,staples
21324,local_public_csv,28,81.0,259.6700000000001,2.95,3.2058024691358034,0.3842913277542407,2.892857142857143,premium
22457,local_public_csv,581,4066.0,12651.660000000049,2.95,3.111574028529279,0.41754982425443865,6.998278829604131,premium
22469,local_public_csv,507,7777.0,13999.469999999961,1.65,1.800111868329685,0.503686444898513,15.339250493096648,staples
22470,local_public_csv,371,3989.0,12192.230000000041,2.95,3.0564627726247284,0.3374798603763532,10.752021563342318,premium
22224,local_public_csv,87,452.0,1475.0400000000004,2.95,3.263362831858408,0.45844041937457525,5.195402298850575,premium
21340,local_public_csv,138,519.0,5860.940000000002,12.75,11.292755298651256,0.3222203591996965,3.760869565217391,premium
22189,local_public_csv,242,4913.0,13305.009999999993,3.95,2.7081233462243013,0.4169833291772794,20.301652892561982,premium
22427,local_public_csv,264,893.0,5570.389999999999,5.95,6.237838745800671,0.3479529218427549,3.382575757575758,premium
22428,local_public_csv,53,109.0,830.8300000000003,6.95,7.622293577981654,0.41201171428413264,2.056603773584906,premium
22424,local_public_csv,204,388.0,5470.130000000002,12.75,14.098273195876294,0.44306154554380567,1.9019607843137254,premium
22663,local_public_csv,143,1339.0,2537.5500000000015,1.95,1.895108289768485,0.45613337161987255,9.363636363636363,staples
85049A,local_public_csv,65,287.0,393.52999999999986,1.25,1.3711846689895466,0.43689336410345386,4.415384615384616,private_label
22168,local_public_csv,76,143.0,1205.3,8.5,8.428671328671328,0.011395071102426818,1.881578947368421,premium
22662,local_public_csv,277,2903.0,4902.970000000007,1.65,1.6889321391663819,0.5108322533850176,10.48014440433213,staples
84880,local_public_csv,42,210.0,1261.76,7.5,6.008380952380953,0.3409088456140272,5.0,premium
85099B,local_public_csv,799,18362.0,34915.64000000001,1.95,1.9015161747086378,0.5067610785007315,22.98122653316646,staples
79321,local_public_csv,282,4527.0,22281.469999999987,4.95,4.921906339739339,0.5156894543703284,16.0531914893617,premium
22780,local_public_csv,57,924.0,3359.3200000000006,4.25,3.6356277056277064,0.06351491260429983,16.210526315789473,premium
22779,local_public_csv,61,1000.0,3640.080000000001,4.25,3.6400800000000006,0.06584910147583588,16.39344262295082,premium
22466,local_public_csv,62,1660.0,2822.2600000000025,1.95,1.7001566265060255,0.49365973280272996,26.774193548387096,staples
21363,local_public_csv,104,213.0,1237.9200000000005,4.95,5.8118309859154955,0.5473316570699848,2.048076923076923,premium
21411,local_public_csv,84,220.0,1034.0199999999998,4.25,4.700090909090908,0.43327669883529535,2.619047619047619,premium
22318,local_public_csv,82,282.0,945.3000000000004,2.95,3.3521276595744696,0.4808431414352774,3.4390243902439024,premium
22915,local_public_csv,87,1511.0,750.4200000000002,0.42,0.4966379880873595,5.05361794221017,17.367816091954023,staples
22922,local_public_csv,52,790.0,738.2500000000001,0.85,0.934493670886076,4.461270970063568,15.192307692307692,staples
22969,local_public_csv,357,6657.0,9498.399999999963,1.45,1.4268289019077607,0.4673706183967135,18.647058823529413,staples
22923,local_public_csv,38,607.0,510.51999999999987,0.85,0.8410543657331134,1.9160407175137546,15.973684210526315,staples
21115,local_public_csv,57,106.0,778.3000000000001,6.75,7.34245283018868,0.4273216236419774,1.8596491228070176,premium
22242,local_public_csv,34,640.0,994.3799999999997,1.65,1.5537187499999994,0.4186297185118039,18.823529411764707,staples
22941,local_public_csv,61,163.0,1568.2700000000004,8.5,9.621288343558286,0.42957823087906005,2.6721311475409837,premium
21622,local_public_csv,73,293.0,1518.629999999999,4.95,5.183037542662112,0.5383577987382436,4.013698630136986,premium
35004C,local_public_csv,39,394.0,1888.1,5.45,4.792131979695431,0.06409554971884787,10.102564102564102,premium
35004G,local_public_csv,8,64.0,195.2,6.35,3.05,0.2291595623756732,8.0,premium
85014B,local_public_csv,143,727.0,4176.869999999995,5.95,5.745350756533694,0.41553295600282014,5.083916083916084,premium
85014A,local_public_csv,94,408.0,2370.3099999999995,5.95,5.809583333333332,0.34623834041187485,4.340425531914893,premium
22193,local_public_csv,188,404.0,3535.1400000000012,8.5,8.750346534653469,0.2619627285313941,2.148936170212766,premium
22192,local_public_csv,142,316.0,2802.4400000000005,8.5,8.86848101265823,0.25874151556281033,2.2253521126760565,premium
22191,local_public_csv,184,401.0,3430.0600000000013,8.5,8.553765586034915,0.1851278109893571,2.1793478260869565,premium
22195,local_public_csv,199,1063.0,2000.209999999997,1.65,1.8816650987770434,0.49399002445400514,5.341708542713568,private_label
22196,local_public_csv,241,1316.0,1283.030000000003,0.85,0.9749468085106405,0.4641962974076468,5.460580912863071,private_label
22962,local_public_csv,189,2527.0,2087.800000000003,0.85,0.8261970716264356,0.4097677817085551,13.37037037037037,staples
22963,local_public_csv,168,2158.0,1757.2900000000025,0.85,0.8143141797961087,0.40583464385663537,12.845238095238095,staples
22968,local_public_csv,151,694.0,6713.189999999991,9.95,9.673184438040334,0.4172416318118675,4.596026490066225,premium
84970S,local_public_csv,299,5012.0,4236.39999999999,0.85,0.8452513966480426,0.6398196130807052,16.762541806020067,staples
22910,local_public_csv,152,1652.0,5378.799999999996,2.95,3.2559322033898277,0.443118360148267,10.868421052631579,premium
20668,local_public_csv,51,2388.0,290.47999999999985,0.12,0.1216415410385259,1.1640227451635399,46.8235294117647,staples
22197,local_public_csv,525,14153.0,12573.200000000033,0.85,0.8883770225393933,0.44189419138385017,26.95809523809524,staples
22198,local_public_csv,86,1025.0,1870.9099999999999,1.65,1.8252780487804876,0.5010371595459913,11.918604651162791,staples
21080,local_public_csv,467,6897.0,5786.229999999989,0.85,0.8389488183268071,0.5982024171324893,14.768736616702355,staples
21086,local_public_csv,206,3723.0,2432.8800000000033,0.65,0.6534730056406133,0.684288351186938,18.07281553398058,staples
21786,local_public_csv,88,854.0,408.80000000000024,0.79,0.4786885245901642,0.2545504470754181,9.704545454545455,staples
22654,local_public_csv,152,913.0,6535.460000000003,5.95,7.158225629791898,0.49040926161925463,6.006578947368421,premium
21485,local_public_csv,247,1137.0,5933.259999999998,4.95,5.218346525945469,0.39859911827152505,4.603238866396761,premium
84030E,local_public_csv,125,429.0,1954.1299999999997,4.25,4.5550815850815844,0.4228177294832821,3.432,premium
22174,local_public_csv,139,1903.0,3338.9500000000053,1.65,1.7545717288491882,0.6382241815766079,13.690647482014388,staples
22150,local_public_csv,164,1003.0,2008.6200000000028,1.95,2.0026121635094745,0.4831766901620402,6.115853658536586,staples
22619,local_public_csv,142,876.0,3368.2500000000005,3.75,3.845034246575343,0.4513950199052256,6.169014084507042,premium
21891,local_public_csv,166,2541.0,3188.0800000000027,1.25,1.2546556473829211,0.39248520899520734,15.30722891566265,staples
21889,local_public_csv,182,2049.0,2642.58,1.25,1.289692532942899,0.5493613589148401,11.258241758241759,staples
22827,local_public_csv,16,22.0,3390.0,165.0,154.0909090909091,0.05868156585162753,1.375,premium
22127,local_public_csv,23,404.0,504.88,1.25,1.2497029702970297,2.558639808780733,17.565217391304348,staples
22128,local_public_csv,43,849.0,1044.72,1.25,1.2305300353356892,1.3538004722878854,19.74418604651163,staples
22502,local_public_csv,373,1635.0,9936.210000000008,5.95,6.077192660550463,0.2755069913056022,4.383378016085791,premium
22338,local_public_csv,17,129.0,101.73,0.65,0.7886046511627908,0.4782135425701106,7.588235294117647,staples
22180,local_public_csv,85,184.0,1990.3400000000013,9.95,10.817065217391312,0.41574515710596477,2.164705882352941,premium
21506,local_public_csv,140,2254.0,977.3699999999999,0.42,0.4336157941437444,0.4148562292117862,16.1,staples
22866,local_public_csv,96,963.0,2096.6800000000003,2.1,2.17723779854621,0.2789669662584021,10.03125,mainstream
22865,local_public_csv,102,1060.0,2259.7100000000005,2.1,2.131801886792453,0.3634601180665828,10.392156862745098,mainstream
22349,local_public_csv,53,295.0,1033.99,3.75,3.505050847457627,0.4163876934842754,5.566037735849057,premium
22558,local_public_csv,384,4480.0,6607.990000000012,1.49,1.4749977678571455,0.3684245143832085,11.666666666666666,staples
85152,local_public_csv,310,2986.0,5827.679999999992,2.1,1.9516677829872713,0.3604208334693382,9.63225806451613,mainstream
22652,local_public_csv,251,2728.0,4756.360000000001,1.65,1.743533724340176,0.5117498590147326,10.868525896414342,staples
22188,local_public_csv,94,2775.0,7217.290000000004,3.95,2.6008252252252264,0.39454400750654467,29.52127659574468,premium
21484,local_public_csv,165,803.0,3494.6299999999987,3.45,4.351967621419675,0.6310457848543675,4.866666666666666,premium
21314,local_public_csv,259,2029.0,4697.920000000012,2.1,2.315386890093648,0.46657648224292275,7.833976833976834,mainstream
22730,local_public_csv,197,780.0,3088.7700000000004,3.75,3.959961538461539,0.40894035262031225,3.9593908629441623,premium
22729,local_public_csv,231,1194.0,4619.02,3.75,3.868525963149079,0.4250565178013879,5.1688311688311686,premium
22867,local_public_csv,132,1634.0,3650.0199999999986,2.1,2.233794369645042,0.43987393576227846,12.378787878787879,mainstream
22803,local_public_csv,24,45.0,1635.9900000000002,35.75,36.35533333333334,0.07002161839665796,1.875,premium
35004B,local_public_csv,40,344.0,1678.05,5.45,4.878052325581395,0.44893381301776264,8.6,premium
21980,local_public_csv,142,3699.0,1087.9800000000014,0.29,0.2941281427412818,0.7070662081401389,26.049295774647888,staples
21844,local_public_csv,91,841.0,2401.1099999999997,2.95,2.8550653983353147,0.3381440888011823,9.241758241758241,premium
22468,local_public_csv,68,249.0,1709.8499999999997,6.75,6.866867469879517,0.3781872725657913,3.661764705882353,premium
48185,local_public_csv,216,2053.0,14570.529999999982,7.95,7.097189478811487,0.4325253791921894,9.50462962962963,premium
21232,local_public_csv,395,5855.0,7873.860000000001,1.25,1.344809564474808,0.5751094527484333,14.822784810126583,staples
22064,local_public_csv,108,686.0,1235.8999999999985,1.65,1.801603498542272,0.48037839415167427,6.351851851851852,staples
22449,local_public_csv,53,225.0,771.7300000000005,3.35,3.4299111111111134,0.32251610717070417,4.245283018867925,premium
22835,local_public_csv,204,888.0,5053.190000000009,4.65,5.690529279279289,0.4426095753187293,4.352941176470588,premium
22112,local_public_csv,265,1686.0,10143.910000000003,4.95,6.01655397390273,0.5922724425461339,6.362264150943396,premium
21479,local_public_csv,187,1595.0,9299.069999999994,3.75,5.830137931034479,0.4879712338356402,8.529411764705882,premium
22111,local_public_csv,263,1417.0,7820.649999999998,4.95,5.519160197600563,0.5270030709646226,5.387832699619772,premium
22110,local_public_csv,99,503.0,2685.8700000000026,3.29,5.339701789264419,0.6902620918267743,5.08080808080808,premium
22098,local_public_csv,45,161.0,223.48,1.25,1.3880745341614906,0.4472383649260519,3.577777777777778,private_label
22100,local_public_csv,22,35.0,56.24999999999999,1.25,1.607142857142857,0.49804643150401573,1.5909090909090908,private_label
22766,local_public_csv,237,1447.0,4256.65,2.95,2.9417069799585347,0.30189887425773776,6.105485232067511,premium
22451,local_public_csv,52,223.0,779.1500000000003,3.35,3.4939461883408085,0.43169626490788604,4.288461538461538,premium
22549,local_public_csv,131,1271.0,1871.7800000000013,1.45,1.4726829268292694,0.550248549704881,9.702290076335878,staples
84744,local_public_csv,15,96.0,122.52,1.25,1.2762499999999999,0.34265411131343504,6.4,staples
85049E,local_public_csv,126,718.0,972.4000000000001,1.25,1.3543175487465182,0.39260985258483616,5.698412698412699,staples
21328,local_public_csv,127,403.0,961.9899999999983,3.29,2.3870719602977624,0.2526263509001087,3.173228346456693,premium
17091A,local_public_csv,26,172.0,99.29000000000002,0.38,0.5772674418604652,1.1413450217843801,6.615384615384615,staples
22473,local_public_csv,69,383.0,1113.4399999999998,4.21,2.9071540469973884,0.6562510529104534,5.550724637681159,premium
84509A,local_public_csv,106,418.0,1584.7100000000007,3.75,3.7911722488038295,0.4052823169321149,3.943396226415094,premium
84510A,local_public_csv,95,362.0,545.9599999999998,1.25,1.50817679558011,0.4908906999884802,3.8105263157894735,private_label
22767,local_public_csv,103,289.0,2888.6000000000026,9.95,9.99515570934257,0.27663492358366093,2.8058252427184467,premium
22768,local_public_csv,108,316.0,3118.0500000000025,9.95,9.867246835443046,0.31621821083947704,2.925925925925926,premium
21463,local_public_csv,53,262.0,1380.4000000000005,5.95,5.268702290076338,0.0929688982672702,4.943396226415095,premium
21464,local_public_csv,49,119.0,505.75,4.25,4.25,0.0,2.4285714285714284,premium
85150,local_public_csv,289,2645.0,5943.700000000012,2.55,2.247145557655959,0.4245408933025421,9.152249134948097,mainstream
22117,local_public_csv,61,229.0,411.9599999999996,2.95,1.7989519650655004,0.3843175380700835,3.7540983606557377,premium
48129,local_public_csv,102,317.0,2412.3300000000017,7.95,7.609873817034706,0.32454706922951143,3.107843137254902,premium
82580,local_public_csv,286,2640.0,1433.2799999999988,0.55,0.5429090909090905,0.6416032791514246,9.23076923076923,staples
82578,local_public_csv,127,768.0,450.53000000000014,0.55,0.5866276041666668,0.5662547777768081,6.047244094488189,staples
82581,local_public_csv,184,2027.0,1060.6500000000005,0.55,0.5232609768130244,0.5802124416526103,11.016304347826088,staples
22413,local_public_csv,184,701.0,2177.0700000000015,2.95,3.1056633380884473,0.35283603260002955,3.8097826086956523,premium
21907,local_public_csv,160,915.0,1922.350000000002,2.1,2.100928961748636,0.28707663636383757,5.71875,mainstream
22441,local_public_csv,94,414.0,900.4100000000001,2.1,2.1749033816425123,0.3605942615867449,4.404255319148936,mainstream
21122,local_public_csv,169,2256.0,2741.1600000000008,1.25,1.215053191489362,0.32361432816732516,13.349112426035504,staples
22851,local_public_csv,190,1527.0,1318.8000000000013,0.85,0.8636542239685667,0.34011350766250015,8.036842105263158,staples
22810,local_public_csv,42,208.0,635.8400000000001,2.95,3.0569230769230775,0.42966001441857654,4.9523809523809526,premium
22809,local_public_csv,27,94.0,289.14000000000004,2.95,3.075957446808511,0.35645100587584805,3.4814814814814814,premium
22435,local_public_csv,140,1525.0,1924.1600000000005,1.25,1.2617442622950823,0.38033942306142005,10.892857142857142,staples
20966,local_public_csv,89,708.0,995.7400000000004,2.46,1.4064124293785316,0.2520494304568054,7.955056179775281,mainstream
